nombre|descripcion|numero_de_registro|denominacion|fecha_de_constitucion|codigo_territorio_historico|nombre_territorio_historico|codigo_municipio|nombre_municipio|codigo_postal|domicilio|pagina_web|coordenadas_(longitud)|coordenadas_(latitud)|fines|codigo_de_actividad|url_amigable|url_fisica|xml_datos|xml_metadatos|zip
FUNDACIÓN ESCUELAS SOLANA PEÑA|FUNDACIÓN ESCUELAS SOLANA PEÑA|BIZ-36|FUNDACIÓN ESCUELAS SOLANA PEÑA||48.0|Bizkaia|22.0|Karrantza Harana/Valle de Carranza|48891.0|SANGRICES||-3.4254732|43.21405|Tiene como objetivo dar a los niños pobres la instrucción primaria.|Benéfico-asistencial y laboral||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/biz36/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/biz36/es_def/data/es_r01dpd1331f6d65621a542f558e4a6d5e2ba9d43f|http://opendata.euskadi.eus/contenidos/fundacion/biz36/r01Index/biz36-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/biz36/opendata/biz36.zip
FUNDACIÓN PAULINO CABALLERO|FUNDACIÓN PAULINO CABALLERO|GIP-09|FUNDACIÓN PAULINO CABALLERO||20.0|Gipuzkoa|69.0|Donostia / San Sebastián|20010.0|JOSE Mª SALABERRIA, S/N||1.4E-45|1.4E-45||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/gip09/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/gip09/es_def/data/es_r01dpd13320ba76181a542f5541b4b25a204c3268|http://opendata.euskadi.eus/contenidos/fundacion/gip09/r01Index/gip09-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/gip09/opendata/gip09.zip
FUNDACIÓN OLORIZ-HERNÁNDEZ|FUNDACIÓN OLORIZ-HERNÁNDEZ|B-29|FUNDACIÓN OLORIZ-HERNÁNDEZ||48.0|Bizkaia|44.0|Getxo|48890.0|C/ Lertegui, 18 48890 Getxo (Bizkaia)||-3.0097256|43.330322||Benéfico-asistencial y laboral||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/b29/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/b29/es_def/data/es_r01dpd1363a4806671ae904a6b4c4ef68598fb79e|http://opendata.euskadi.eus/contenidos/fundacion/b29/r01Index/b29-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/b29/opendata/b29.zip
ESCUELA DIAZ ESPADA|ESCUELA DIAZ ESPADA|ARA-14|ESCUELA DIAZ ESPADA||1.0|Araba/Álava|8.0|Arratzua-Ubarrundia|1520.0|01520 - Arroiabe ARABA||-2.6171453|42.91856||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/ara14/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/ara14/es_def/data/es_r01dpd1363a0bf4961ae904a6edc76d942fa1c675|http://opendata.euskadi.eus/contenidos/fundacion/ara14/r01Index/ara14-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/ara14/opendata/ara14.zip
FUNDACIÓN JULIAN CAMPO DE LA CUADRA|FUNDACIÓN JULIAN CAMPO DE LA CUADRA|B-05|FUNDACIÓN JULIAN CAMPO DE LA CUADRA||48.0|Bizkaia|22.0|Karrantza Harana/Valle de Carranza|48891.0|Plaza de Concha, 1 48891  Valle de Carranza (Bizkaia)||-3.3607695|43.225025||Benéfico-asistencial y laboral||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/b05/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/b05/es_def/data/es_r01dpd1363a2475d91ae904a6fd257e729fa3abb7|http://opendata.euskadi.eus/contenidos/fundacion/b05/r01Index/b05-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/b05/opendata/b05.zip
FUNDACIÓN MURUA BALZOLA|FUNDACIÓN MURUA BALZOLA|GIP-11|FUNDACIÓN MURUA BALZOLA||20.0|Gipuzkoa|74.0|Bergara|20570.0|PALACIO ERROTALDE-STA. ANA||1.4E-45|1.4E-45||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/gip11/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/gip11/es_def/data/es_r01dpd13320bb89591a542f554c10e85464b54864|http://opendata.euskadi.eus/contenidos/fundacion/gip11/r01Index/gip11-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/gip11/opendata/gip11.zip
UBILLOS MUÑAGORRI|UBILLOS MUÑAGORRI|GIP-1|UBILLOS MUÑAGORRI||20.0|Gipuzkoa|2.0|Aduna|20150.0|20150 - Aduna GIPUZKOA||-2.045584|43.20085||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/gip1/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/gip1/es_def/data/es_r01dpd1363ca698191ae904a6377387d19bd5d2a4|http://opendata.euskadi.eus/contenidos/fundacion/gip1/r01Index/gip1-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/gip1/opendata/gip1.zip
FUNDACION ESCUELAS DON RAMON DE DURAÑONA|FUNDACION ESCUELAS DON RAMON DE DURAÑONA|BIZ-33|FUNDACION ESCUELAS DON RAMON DE DURAÑONA||48.0|Bizkaia|80.0|Valle de Trápaga-Trapagaran|48980.0|AV. PRIMERO DE MAYO, 24||-3.03461|43.30227|FUNDAR UNA CAPELLANIA CANONICA. EL CAPELLAN EJERCERÁ DE MAESTRO DE ESCUELA PARA NIÑOS|Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/biz33/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/biz33/es_def/data/es_r01dpd1331f6ade281a542f55a68b1d8da67fe8c4|http://opendata.euskadi.eus/contenidos/fundacion/biz33/r01Index/biz33-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/biz33/opendata/biz33.zip
ESCUELA MATEO ZABALA|ESCUELA MATEO ZABALA|ARA-5|ESCUELA MATEO ZABALA||1.0|Araba/Álava|3.0|Aramaio|1169.0|01169 - Aramaio ARABA||-2.6209562|43.02263||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/ara5/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/ara5/es_def/data/es_r01dpd1363a13e9071ae904a68e5e9afaf458a6c9|http://opendata.euskadi.eus/contenidos/fundacion/ara5/r01Index/ara5-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/ara5/opendata/ara5.zip
ESCUELAS OTXANDATEGI|ESCUELAS OTXANDATEGI|BIZ-30|ESCUELAS OTXANDATEGI||48.0|Bizkaia|16.0|Berango|48640.0|48640 - Berango BIZKAIA||-2.9825559|43.353428||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/biz30/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/biz30/es_def/data/es_r01dpd1363a8e99de1ae904a6b759fb48b9f5c6e1|http://opendata.euskadi.eus/contenidos/fundacion/biz30/r01Index/biz30-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/biz30/opendata/biz30.zip
FUNDACIÓN ESCUELAS MENDIA CONDE|FUNDACIÓN ESCUELAS MENDIA CONDE|BIZ-29|FUNDACIÓN ESCUELAS MENDIA CONDE||48.0|Bizkaia|90.0|Balmaseda|48800.0|ESCUELAS MENDIA, AVENIDA ENCARTACIONES||-3.1985629|43.192196|Instituir una escuela de niños a cargo de los Hermanos Maristas, en Balmaseda, en la cual se impartieran además de Comercio y Artes y Oficios.|Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/biz29/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/biz29/es_def/data/es_r01dpd1331f68c9701a542f55943ba3c56f18f143|http://opendata.euskadi.eus/contenidos/fundacion/biz29/r01Index/biz29-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/biz29/opendata/biz29.zip
FUNDACIÓN CULTURAL PRIVADA INSTITUTO DE IDIOMAS MODERNOS|FUNDACIÓN CULTURAL PRIVADA INSTITUTO DE IDIOMAS MODERNOS|ARA-37|FUNDACIÓN CULTURAL PRIVADA INSTITUTO DE IDIOMAS MODERNOS||1.0|Araba/Álava|59.0|Vitoria-Gasteiz|1002.0|SAN PRUDENCIO 28|www.institutoidiomas.com|-2.6708052|42.843834|TENDRÁ POR OBJETO LA FINANCIACIÓN, SERVICIO Y PROMOCIÓN DE LA ENSEÑANZA DE IDIOMAS. PARA ELLO, PROMOVERÁ Y LLEVARÁ A CABO LA ENSEÑANZA DE IDIOMAS, CORRESPONDIENDO A SUS ÓRGANOS DE GOBIERNO LA CONCESIÓN Y DESARROLLO DE SUS PROGRAMAS DE ACTUACIÓN. PROCURARÁ Y VELARÁ POR EL SOSTENIMIENTO DEL INSTITUTO DE IDIOMAS COMO CONJUNTO DE MEDIOS DOCENTES DE PERSONALES Y MATERIALES QUE CONSTITUYAN DICHO ESTABLECIMIENTO|Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/ara37/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/ara37/es_def/data/es_r01dpd1331f23b2b41a542f555e0ec32114cd0833|http://opendata.euskadi.eus/contenidos/fundacion/ara37/r01Index/ara37-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/ara37/opendata/ara37.zip
OBRA CIRCUM Y POST-ESCOLAR CANSECO POLLAN|OBRA CIRCUM Y POST-ESCOLAR \"CANSECO POLLAN\"|BIZ-16|OBRA CIRCUM Y POST-ESCOLAR "CANSECO POLLAN"||48.0|Bizkaia|80.0|Valle de Trápaga-Trapagaran|48510.0|48510 - Valle de Trápaga  BIZKAIA||-3.0359802|43.3053||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/biz16/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/biz16/es_def/data/es_r01dpd1364dc002a51ae904a6597b535f523940cf|http://opendata.euskadi.eus/contenidos/fundacion/biz16/r01Index/biz16-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/biz16/opendata/biz16.zip
FUNDACIÓN ESCUELA CIA. DE MARIA NTRA. SEÑORA|FUNDACIÓN ESCUELA CIA. DE MARIA NTRA. SEÑORA|BIZ-3|FUNDACIÓN ESCUELA CIA. DE MARIA NTRA. SEÑORA||48.0|Bizkaia|74.0|Urduña/Orduña|48460.0|COLEGIO COMPAÑÍA DE MARIA, APARTADO 1||1.4E-45|1.4E-45||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/biz3/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/biz3/es_def/data/es_r01dpd1331f6965551a542f55c5ffe8da623ddfdd|http://opendata.euskadi.eus/contenidos/fundacion/biz3/r01Index/biz3-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/biz3/opendata/biz3.zip
REGISTRO|REGISTRO|F999999|REGISTRO||48.0|Bizkaia|20.0|Bilbao|48000.0|DIRECCION REGISTRO||-2.948626|43.271156||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/f999999/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/f999999/es_def/data/es_r01dpd133209ea23d1a542f555a77ae56f1b14ef0|http://opendata.euskadi.eus/contenidos/fundacion/f999999/r01Index/f999999-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/f999999/opendata/f999999.zip
J. IGNACIO OBIAGA|J. IGNACIO OBIAGA|GIP-13|J. IGNACIO OBIAGA||20.0|Gipuzkoa|65.0|Soraluze-Placencia de las Armas|20590.0|Parroquia Placencia de las Armas 20590 Plasencia de las Armas GIPUZKOA||-2.413315|43.174374||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/gip13/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/gip13/es_def/data/es_r01dpd1363cabd8521ae904a6c9ecbaeda24fe3b8|http://opendata.euskadi.eus/contenidos/fundacion/gip13/r01Index/gip13-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/gip13/opendata/gip13.zip
FUNDACIÓN CLUSTER DE ÉTICA DEL PAÍS VASCO Y DE ESTUDIOS JURÍDICOS Y SOCIALES (FUNDACIÓN EJYS)|FUNDACIÓN CLUSTER DE ÉTICA DEL PAÍS VASCO Y DE ESTUDIOS JURÍDICOS Y SOCIALES (FUNDACIÓN EJYS)|3.0|FUNDACIÓN CLUSTER DE ÉTICA DEL PAÍS VASCO Y DE ESTUDIOS JURÍDICOS Y SOCIALES (FUNDACIÓN EJYS)||1.0|Araba/Álava|59.0|Vitoria-Gasteiz|1001.0|CASA DEL CORDÓN, C/ CUCHILLERIA Nº 24||-2.67032|42.848167|La Fundación Cluster de Ética del País Vasco y de Estudios Jurídicos y Sociales tiene por finalidad contribuir al conocimiento y a la aplicación de los valores éticos. Preconizar en todos los ámbitos de la sociedad (individuos, empresas, organizaciones sociales e instituciones públicas) comportamientos éticos, valores éticos, actuaciones y actitudes de las personas acordes con la moral procurando la colaboración y cooperación de los Centros de Estudios y de reflexión sobre la ética. Y la promoción y realización de investigación y estudios sobre aspectos éticos, jurídicos y sociales de interés general.|Otras|http://opendata.euskadi.eus/catalogo/-/fundacion/fundacion-cluster-de-etica-del-pais-vasco-y-de-estudios-juridicos-y-sociales-fundacion-ejys/|http://opendata.euskadi.eus/catalogo/contenidos/fundacion/003/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/003/es_def/data/es_r01dpd13639915a041ae904a61999c72e6eafefcf|http://opendata.euskadi.eus/contenidos/fundacion/003/r01Index/003-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/003/opendata/003.zip
PEDRO A. DE ESCUZA|PEDRO A. DE ESCUZA|ARA-23|PEDRO A. DE ESCUZA||1.0|Araba/Álava|42.0|Okondo|1409.0|01409 - Okondo ARABA||1.4E-45|1.4E-45||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/ara23/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/ara23/es_def/data/es_r01dpd1363a0f0b7c1ae904a67d11b650542c2996|http://opendata.euskadi.eus/contenidos/fundacion/ara23/r01Index/ara23-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/ara23/opendata/ara23.zip
FUNDACIÓN FRANCISCA ANTONIA DE YURRE|FUNDACIÓN FRANCISCA ANTONIA DE YURRE|A-49|FUNDACIÓN FRANCISCA ANTONIA DE YURRE||1.0|Araba/Álava|59.0|Vitoria-Gasteiz|1004.0|OLAGUIBEL, 29 - HOSPITAL SANTIAGO||-2.6670294|42.84644|Proceder anualmente al cobro de las rentas de las fincas arrendadas y de los intereses de Bonos, Obligaciones, etc., y una vez deducidos los gastos de Administración, Bancarios e Impuestos, realizar el reparto al 50% entre el Hospital "Santiago Apóstol" y la "Residencia San Prudencio" de Vitoria, para fines benéficos|Benéfico-asistencial y laboral||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/a49/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/a49/es_def/data/es_r01dpd1331f176cc01a542f559f8a9aa3a9e2d017|http://opendata.euskadi.eus/contenidos/fundacion/a49/r01Index/a49-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/a49/opendata/a49.zip
EUSEBIO ETXANIZ|EUSEBIO ETXANIZ|GIP-7|EUSEBIO ETXANIZ||20.0|Gipuzkoa|27.0|Zestoa|20749.0|Parroquia Arrona 20749 - Arrona-Zestona GIPUZKOA||1.4E-45|1.4E-45||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/gip7/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/gip7/es_def/data/es_r01dpd1363cdba2b31ae904a6a6aa1b3679cacfaf|http://opendata.euskadi.eus/contenidos/fundacion/gip7/r01Index/gip7-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/gip7/opendata/gip7.zip
FUNDACIÓN FRANCISCO DE CERIO|FUNDACIÓN FRANCISCO DE CERIO|A-27|FUNDACIÓN FRANCISCO DE CERIO||1.0|Araba/Álava|59.0|Vitoria-Gasteiz|1192.0|PARROQUIA DE CERIO (SANTIAGO APOSTOL)||1.4E-45|1.4E-45||Benéfico-asistencial y laboral||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/a27/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/a27/es_def/data/es_r01dpd01331f1714821a542f552c5a0e4d9ccdcf2|http://opendata.euskadi.eus/contenidos/fundacion/a27/r01Index/a27-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/a27/opendata/a27.zip
MILAGROS SEVILLA|MILAGROS SEVILLA|GIP-10|MILAGROS SEVILLA||20.0|Gipuzkoa|69.0|Donostia / San Sebastián|20004.0|C/ Garibai, 15 20004 Donostia-San Sebastián GIPUZKOA||-1.9833622|43.32071||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/gip10/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/gip10/es_def/data/es_r01dpd1363ca6be081ae904a660c38ea75ca5badd|http://opendata.euskadi.eus/contenidos/fundacion/gip10/r01Index/gip10-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/gip10/opendata/gip10.zip
FUNDACION SANCHO EL SABIO|FUNDACION SANCHO EL SABIO|160.0|FUNDACION SANCHO EL SABIO||1.0|Araba/Álava|59.0|Vitoria-Gasteiz|1013.0|PASEO DE LA BIOSFERA, Nº 6|www.fsancho-sabio.es|-2.6428373|42.862072|FOMENTO Y DESARROLLO DE LA CULTURA Y LA PRIOMOCION Y DIVULGACIÓN DE TEMAS ARTÍSTICOS, CIENTÍFICOS, ETC.|Cultura, juventud y deporte||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/160/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/160/es_def/data/es_r01dpd1331ea70cad1966002058cef1360dd43507|http://opendata.euskadi.eus/contenidos/fundacion/160/r01Index/160-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/160/opendata/160.zip
FUNDACION BENEFICENCIA Y PREMIOS MARQUES DE URQUIJO|FUNDACION BENEFICENCIA Y PREMIOS MARQUES DE URQUIJO|A-26|FUNDACION BENEFICENCIA Y PREMIOS MARQUES DE URQUIJO||1.0|Araba/Álava|36.0|Laudio/Llodio|1400.0|PARROQUIA SAN PEDRO DE LANUZA||-2.96204|43.14307||Benéfico-asistencial y laboral||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/a26/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/a26/es_def/data/es_r01dpd1331f1653681a542f5520946d9ef1e820ca|http://opendata.euskadi.eus/contenidos/fundacion/a26/r01Index/a26-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/a26/opendata/a26.zip
FUNDACIÓN ESCUELA NUESTRA SEÑORA DEL ROSARIO|FUNDACIÓN ESCUELA NUESTRA SEÑORA DEL ROSARIO|BIZ-39|FUNDACIÓN ESCUELA NUESTRA SEÑORA DEL ROSARIO||48.0|Bizkaia|20.0|Bilbao|48014.0|AVDA. MADARIAGA, 67||-2.9546206|43.27047|Instrucción gratuita a niños, hijos de vecinos o residentes en Deusto, con preferencia a los que sean pobres.|Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/biz39/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/biz39/es_def/data/es_r01dpd1331f6f88431a542f55f289bf9ec7fff880|http://opendata.euskadi.eus/contenidos/fundacion/biz39/r01Index/biz39-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/biz39/opendata/biz39.zip
ESCUELAS FAMILIA GUARDAMINO|ESCUELAS FAMILIA GUARDAMINO|BIZ-31|ESCUELAS FAMILIA GUARDAMINO||48.0|Bizkaia|22.0|Karrantza Harana/Valle de Carranza|48891.0|48891 - Ranero Y Santecilla (Carranza) BIZKAIA||1.4E-45|1.4E-45||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/biz31/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/biz31/es_def/data/es_r01dpd1363a8f37941ae904a6235eb6220a85d288|http://opendata.euskadi.eus/contenidos/fundacion/biz31/r01Index/biz31-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/biz31/opendata/biz31.zip
FUNDACIÓN COMUNIDAD DE LA SAGRADA FAMILIA DE LA ESPERANZA|FUNDACIÓN COMUNIDAD DE LA SAGRADA FAMILIA DE LA ESPERANZA|B-32|FUNDACIÓN COMUNIDAD DE LA SAGRADA FAMILIA DE LA ESPERANZA||48.0|Bizkaia|82.0|Santurtzi|48980.0|José Gurrutxaga, 22-6ºD  Santurce (Bizkaia)||-3.0363934|43.32826||Benéfico-asistencial y laboral||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/b32/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/b32/es_def/data/es_r01dpd1363a4b18e41ae904a6bf081cfb602e05a4|http://opendata.euskadi.eus/contenidos/fundacion/b32/r01Index/b32-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/b32/opendata/b32.zip
FUNDACIÓN DEL CONSEJO DE LA UNIVERSIDAD DE DEUSTO|FUNDACIÓN DEL CONSEJO DE LA UNIVERSIDAD DE DEUSTO|BIZ-77|FUNDACIÓN DEL CONSEJO DE LA UNIVERSIDAD DE DEUSTO||48.0|Bizkaia|20.0|Bilbao|48014.0|Avda. de la Universidad, 24 Deusto -Bilbao (BIZKAIA)||-2.9375522|43.270737||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/biz77/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/biz77/es_def/data/es_r01dpd1363ab7ab0f1ae904a6ead28d2f4e2f4df8|http://opendata.euskadi.eus/contenidos/fundacion/biz77/r01Index/biz77-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/biz77/opendata/biz77.zip
GASSIS MINONDO|GASSIS MINONDO|GIP-6|GASSIS MINONDO||20.0|Gipuzkoa|64.0|Pasaia|20110.0|20110 - Pasaia GIPUZKOA||-1.9301395|43.32547||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/gip6/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/gip6/es_def/data/es_r01dpd1363cdb869b1ae904a6a06ea2cac7ca0c8e|http://opendata.euskadi.eus/contenidos/fundacion/gip6/r01Index/gip6-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/gip6/opendata/gip6.zip
FUNDACIÓN JOSE DE LA PEÑA GARCIA BORREGUERO|FUNDACIÓN JOSE DE LA PEÑA GARCIA BORREGUERO|GIP-26|FUNDACIÓN JOSE DE LA PEÑA GARCIA BORREGUERO||20.0|Gipuzkoa|69.0|Donostia / San Sebastián|20010.0|JOSE Mª SALABERRIA, S/N||1.4E-45|1.4E-45||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/gip26/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/gip26/es_def/data/es_r01dpd13320c0d6121a542f5555d34f1f114cbe1a|http://opendata.euskadi.eus/contenidos/fundacion/gip26/r01Index/gip26-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/gip26/opendata/gip26.zip
FUNDACIÓN DIOCESANAS-JESUS OBRERO FUNDAZIOA|FUNDACIÓN DIOCESANAS-JESUS OBRERO FUNDAZIOA|ARA-36|FUNDACIÓN DIOCESANAS-JESUS OBRERO FUNDAZIOA||1.0|Araba/Álava|59.0|Vitoria-Gasteiz|1002.0|FRANCIA, 32|www.egibide.org|-2.6695201|42.851414|La Fundación DIOCESANAS-JESÚS OBRERO Fundazioa, inspirada en los principios del humanismo cristiano y en la Doctrina Social de la Iglesia Católica, tiene por objeto:1)Promover, instituir y dirigir principalmente Centros de Formación Profesional y de Educación Secundaria, en todos sus grados y ramas de actividad, con especial atención a la dimensión humana y cristiana. No obstante, no queda excluido ningún grado ni género de Enseñanza si el Patronato estima conveniente su implantación.2)Impulsar la impartición de estudios relacionados con la actividad industrial, profesional y comercial para contribuir al desarrollo de la economía y de la creación de empleo.3)Contribuir a una formación Profesional proyectada especialmente hacia la investigación, el desarrollo y la innovación.4)Reforzar la relación entre la docencia y las empresas de nuestro entorno a fin de favorecer la inserción laboral de los alumnos y fomentar la competitividad de las empresas alavesas.Facilitar la inserción socio-la|Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/ara36/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/ara36/es_def/data/es_r01dpd1331f22c7511a542f558a470d2ec0652fab|http://opendata.euskadi.eus/contenidos/fundacion/ara36/r01Index/ara36-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/ara36/opendata/ara36.zip
BECAS ROSARIO GABIOLA|BECAS ROSARIO GABIOLA|BIZ-52|BECAS ROSARIO GABIOLA||48.0|Bizkaia|57.0|Lekeitio|48280.0|48280 - Lekeitio BIZKAIA||-2.5074162|43.36721||Docencia e investigación||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/biz52/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/biz52/es_def/data/es_r01dpd1363a9f97b81ae904a648f0eec6c04eb468|http://opendata.euskadi.eus/contenidos/fundacion/biz52/r01Index/biz52-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/biz52/opendata/biz52.zip
FUNDACIÓN DE ESCUELA DE NÁUTICA EN SANTURCE|FUNDACIÓN DE ESCUELA DE NÁUTICA EN SANTURCE|BIZ-14|FUNDACIÓN DE ESCUELA DE NÁUTICA EN SANTURCE||48.0|Bizkaia|82.0|Santurtzi|48980.0|Casa Torre, s/n||-3.0337315|43.33015||Cultura, juventud y deporte||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/biz14/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/biz14/es_def/data/es_r01dpd1331f6262df1a542f559a4e14277ce35877|http://opendata.euskadi.eus/contenidos/fundacion/biz14/r01Index/biz14-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/biz14/opendata/biz14.zip
FUNDACIÓN ETORKINTZA|FUNDACIÓN ETORKINTZA|B-44|FUNDACIÓN ETORKINTZA||48.0|Bizkaia|20.0|Bilbao|48014.0|MORGAN 27||-2.9504128|43.268154|Artículo 2.- La Fundación que se crea tiene por objeto contribuir a la lucha contra la drogadicción en su más amplio concepto: Prevención, rehabilitación y reinserción social, en su caso, de los afectados y en todos sus aspectos, incluida la pasión inmoderada por los juegos de azar. .|Benéfico-asistencial y laboral||http://opendata.euskadi.eus/catalogo/contenidos/fundacion/b44/es_def/index.shtml|http://opendata.euskadi.eus/contenidos/fundacion/b44/es_def/data/es_r01dpd1331f4e8e041a542f55bc03401d7ff5d18f|http://opendata.euskadi.eus/contenidos/fundacion/b44/r01Index/b44-idxContent.xml|http://opendata.euskadi.eus/contenidos/fundacion/b44/opendata/b44.zip
